EnrollmentNo,sub1,sub2,sub3,sub4,sub5
E1859,93,74,65,88,93
E8081,55,77,99,75,72
E7301,50,64,46,47,57
E1506,51,52,89,40,42
E9269,53,44,84,78,88
E3031,87,59,50,57,96
E8966,95,95,58,93,97
E4261,42,40,98,72,61
E2327,64,97,75,94,83
E1364,61,98,81,88,98
E5332,69,73,94,65,49
E6840,91,90,95,60,75
E7252,61,71,48,83,71
E5265,92,57,82,54,42
E9001,63,70,81,82,86
E7461,79,97,64,54,90
E7307,58,53,77,82,70
E9548,87,85,85,79,72
E3321,69,80,54,71,59
E1933,59,47,50,66,45
E8174,93,67,78,65,71
E2817,95,40,63,92,90
E3185,70,64,83,88,91
E3692,71,73,85,82,91
E4762,91,63,91,95,61
E3547,43,63,81,81,41
E0478,75,47,61,53,91
E5678,62,49,89,64,82
E1338,100,49,68,60,83
E3489,75,84,82,97,71
E7451,84,90,84,75,46
E6022,78,61,49,48,100
E8377,47,98,45,97,76
E8992,61,68,53,43,70
E6313,78,62,78,99,76
E1248,97,69,52,82,42
E6645,82,73,93,51,83
E4509,69,82,48,59,83
E3988,57,46,89,44,64
E2087,74,78,89,74,49
E5597,67,48,62,64,77
E8843,86,83,92,50,49
E8391,55,89,68,88,94
E4569,60,60,70,78,88
E3926,95,79,58,71,64
E9073,42,85,93,71,58
E8623,43,80,44,48,49
E1142,63,47,78,97,55
E0929,52,66,90,69,69
E1859,55,77,76,63,78
E4839,56,45,59,89,52
E5883,74,78,71,58,40
E8715,52,50,40,79,93
E4998,74,82,83,57,99
E0935,62,78,60,93,46
E6884,80,42,71,72,76
E7501,90,84,75,94,71
E6490,62,95,56,64,43
E3450,52,53,98,69,84
E8010,57,95,95,53,73
E2023,100,43,61,85,46
E5989,85,79,45,44,85
E4346,52,42,56,94,89
E3600,93,81,95,50,88
E9005,58,75,55,87,85
E7112,92,62,75,59,68
E5807,60,83,66,60,50
E2863,60,67,85,90,50
E3825,85,99,82,51,85
E8149,94,60,56,97,91
E1212,50,60,88,86,64
E0765,72,100,40,59,40
E0145,84,77,78,77,41
E3659,58,48,75,93,59
E9934,88,58,56,56,90
E7857,67,89,67,90,96
E4656,57,89,62,53,89
E9062,70,52,65,56,53
E3012,79,68,61,84,90
E2341,60,74,95,68,51
E8600,98,87,48,91,76
E1102,78,58,89,54,61
E5483,43,65,72,96,66
E5915,66,68,93,91,63
E3356,77,95,63,97,67
E4429,61,78,72,96,56
E5976,98,51,50,100,69
E3036,74,90,54,64,61
E8872,73,50,74,55,57
E8690,45,60,96,43,83
E9269,69,96,78,53,57
E5797,86,43,93,42,91
E7866,69,83,55,96,100
E7806,66,100,61,89,75
E1323,51,45,100,96,42
E1323,93,43,48,91,94
E8487,63,89,74,99,87
E2643,50,79,58,45,80
E8915,82,91,56,80,58
E5353,91,100,67,80,85
E7440,41,88,72,40,92
E7181,87,74,88,46,69
E5100,66,47,44,50,89
E6402,61,89,84,63,71
E7013,97,49,43,60,91
E5024,68,49,96,91,40
E0304,44,89,58,49,60
E9477,40,53,76,87,91
E6291,95,62,93,48,76
E6693,52,90,97,74,46
E9766,72,87,87,58,43
E3413,54,98,53,44,65
E3688,70,41,72,41,68
E0648,73,45,83,69,100
E9997,46,75,42,63,100
E2355,43,100,92,94,47
E9568,42,99,63,45,65
E4210,98,76,41,92,48
E1551,99,78,76,53,85
E1175,94,99,69,64,57
E5540,99,42,58,99,52
E3479,90,89,85,88,100
E9402,42,100,96,91,79
E5368,98,40,49,52,89
E8873,74,85,55,97,74
E7228,42,61,58,88,66
E9596,48,74,94,98,90
E9486,74,69,94,66,87
E6165,52,98,65,93,62
E7810,99,42,80,83,46
E4798,42,53,44,97,77
E0701,48,87,84,79,78
E8806,82,65,97,63,56
E5623,75,79,70,65,89
E1915,62,86,67,50,73
E7961,81,69,97,88,90
E4888,89,89,87,93,58
E0075,85,86,74,78,86
E1142,60,83,66,53,60
E4710,66,64,62,72,43
E0459,100,84,89,93,63
E3839,73,57,81,81,44
E4058,100,41,76,65,52
E7948,73,86,61,66,99
E9868,44,58,52,98,79
E9471,53,79,52,45,40
E7658,91,64,45,100,72
E1109,51,88,80,46,82
E3898,74,73,70,67,62
E3079,71,79,85,69,45
E0512,63,50,67,42,51
E0646,48,47,52,65,51
E7575,96,82,77,70,58
E3452,58,54,98,93,67
E7142,97,66,96,52,80
E5782,59,78,62,62,80
E6216,43,63,73,50,96
E1003,75,40,84,75,41
E3193,60,94,70,98,94
E0484,81,81,75,46,83
E6226,56,40,62,46,46
E6292,54,75,95,87,70
E8494,53,64,50,86,54
E0534,46,91,79,74,70
E6930,58,91,52,68,82
E2613,72,62,44,61,63
E5923,73,64,40,41,85
E2967,87,66,87,71,81
E8544,72,88,75,43,73
E8535,78,98,79,95,85
E0977,97,47,98,87,81
E8301,61,48,55,93,67
E4316,41,80,44,84,87
E0571,43,80,56,66,76
E2121,60,78,55,66,89
E0238,60,99,58,68,46
E5664,81,71,99,51,56
E1366,60,55,56,66,50
E5576,68,51,70,70,87
E7030,77,51,40,54,59
E2603,41,69,48,73,53
E1357,81,59,58,70,98
E2773,100,51,54,71,53
E7396,58,80,91,53,74
E7201,54,46,73,85,74
E4273,65,86,73,82,76
E5775,49,87,47,92,52
E8699,61,46,50,60,55
E4236,100,53,82,54,78
E8543,53,81,64,62,86
E2831,83,76,87,59,42
E3344,45,46,72,53,93
E8885,40,73,57,83,96
E1435,65,62,82,88,55
E8428,65,84,94,77,54
E8278,42,92,83,78,79
E6465,83,94,91,77,76
E7157,88,65,64,51,88
E9799,75,96,87,48,45
E2822,92,78,76,55,81
E7422,83,42,84,73,42
E4637,94,91,80,81,99
E3903,95,65,81,82,87
E6550,73,84,93,74,61
E7526,63,63,89,83,75
E0534,73,66,61,64,58
E1087,56,99,42,59,41
E4859,78,52,73,82,53
E4719,59,71,48,90,59
E9867,83,83,65,75,41
E7988,73,73,79,88,58
E0556,46,81,67,99,58
E2220,72,59,81,65,55
E4884,91,81,46,45,92
E5930,76,72,68,49,88
E9355,100,82,82,74,42
E7079,97,81,44,74,88
E5676,94,92,49,85,83
E2788,83,59,51,50,85
E1973,81,45,83,100,89
E4460,51,73,76,97,65
E8981,57,41,71,87,86
E8141,59,71,94,54,95
E5663,58,89,81,52,59
E6035,81,79,47,42,47
E9703,92,55,73,49,85
E0545,48,84,92,94,55
E0060,94,75,58,72,51
E8875,70,95,82,98,42
E2545,45,98,70,56,99
E8153,86,85,94,89,69
E1616,99,55,49,44,79
E2194,98,73,49,95,44
E2700,66,45,54,94,95
E4531,53,42,40,86,51
E5838,45,72,51,87,93
E2616,41,69,89,42,43
E0437,50,47,41,87,92
E8947,84,92,78,92,64
E4002,61,41,64,72,65
E8968,72,70,93,80,92
E1637,96,76,49,40,92
E2779,80,59,48,72,51
E8501,49,83,95,76,55
E8515,73,47,69,51,44
E7573,86,41,88,70,67
E0483,71,57,85,82,80
E0219,73,47,75,59,81
E3776,53,94,99,45,86
E8311,40,90,95,45,52
E6729,48,91,62,41,92
E0811,100,72,57,82,43
E3972,74,69,90,45,88
E7935,62,70,48,42,70
E5534,93,52,41,71,56
E5289,98,59,41,74,46
E4962,51,50,50,45,82
E8402,94,91,90,48,52
E3543,64,72,70,74,86
E4766,40,92,58,89,99
E0285,72,43,66,81,84
E7365,60,85,53,94,54
E1658,65,76,56,69,86
E3808,72,73,51,71,42
E7754,48,61,68,74,75
E5226,54,57,86,52,53
E0679,45,78,71,97,73
E2130,71,95,94,73,99
E0926,59,78,46,72,84
E0238,80,72,52,86,51
E3514,76,44,80,79,93
E7772,93,99,52,44,72
E4068,81,49,59,74,86
E0403,83,56,83,86,84
E4623,72,41,94,57,52
E7983,55,66,60,54,96
E4760,43,81,57,74,89
E2169,53,53,59,62,72
E3268,72,79,80,98,90
E1518,53,82,95,66,62
E0589,47,84,51,53,61
E1988,78,66,77,93,59
E1878,95,59,88,67,66
E4178,62,91,66,93,50
E3928,70,50,81,72,59
E6206,47,49,81,54,57
E8424,94,65,88,72,42
E3356,90,61,53,83,69
E0668,74,61,98,85,67
E0422,88,63,63,42,71
E2761,43,58,62,72,45
E4731,85,88,52,40,63
E8799,74,57,80,95,70
E4454,54,98,69,91,51
E5218,74,92,66,61,92
E4580,43,86,46,79,68
E2302,56,82,56,92,94
E5752,100,58,73,94,83
E8331,90,63,75,60,50
E2576,86,65,60,41,78
E6305,81,63,69,93,89
E0578,62,64,48,51,65
E3063,90,47,95,45,75
E5753,42,81,93,82,59
E8696,71,69,94,66,80
E8102,83,51,51,81,94
E2043,57,56,56,67,51
E2096,88,91,89,61,57
E4338,72,52,83,73,44
E7015,41,75,43,83,75
E8326,86,54,64,82,85
E5868,46,75,97,71,60
E0649,64,47,64,48,78
E0375,54,79,79,68,53
E4463,83,89,88,56,57
E9659,92,72,100,99,73
E9590,49,45,75,71,56
E9514,49,77,49,70,77
E8433,86,53,52,41,74
E2746,89,88,73,97,83
E3834,90,81,44,59,100
E0530,70,60,63,61,67
E8608,56,70,74,46,47
E8019,97,76,42,81,66
E7361,49,96,86,58,67
E5898,99,84,92,96,92
E8540,51,69,77,81,82
E0447,88,56,91,80,96
E8741,97,57,49,85,45
E5058,67,42,44,44,70
E0852,55,87,65,53,88
E3045,61,99,95,55,43
E3452,97,45,40,66,51
E5236,91,80,72,75,79
E0657,62,49,46,53,55
E4570,82,49,60,63,46
E0906,100,73,55,96,60
E2728,88,70,46,44,58
E5112,67,48,92,94,62
E2956,99,95,62,92,70
E7811,41,67,72,98,66
E1645,97,89,93,58,76
E3108,69,65,86,47,76
E1339,77,62,69,77,62
E9342,92,72,59,62,88
E7051,72,66,97,73,42
E7635,58,96,70,95,100
E1046,67,63,100,96,73
E6427,50,53,80,58,88
E6182,58,53,62,48,45
E3864,83,71,90,47,53
E1547,42,65,97,92,93
E7537,71,94,75,85,69
E2763,84,89,61,94,55
E8879,50,63,74,100,73
E0423,76,41,85,88,80
E7515,87,61,79,99,83
E6724,51,46,61,50,56
E4623,91,79,77,59,42
E7801,96,97,55,95,88
E8986,95,46,95,94,47
E8074,60,72,56,47,93
E2163,89,47,67,59,77
E6367,64,82,60,47,84
E6099,44,90,48,68,59
E1643,49,69,94,45,73
E0072,84,45,48,56,97
E9655,66,64,98,89,70
E7591,60,42,54,100,52
E3437,84,94,100,63,75
E1443,82,99,69,59,59
E9055,44,67,89,70,63
E8828,77,45,68,58,94
E5342,51,68,98,79,79
E8641,77,78,77,73,94
E2720,54,50,71,43,84
E5811,53,86,62,88,54
E4163,73,49,85,72,56
E3337,67,59,74,52,58
E4872,41,74,70,52,40
E1601,98,97,82,78,83
E7498,57,96,61,45,83
E7079,81,40,68,82,67
E9300,48,58,66,62,83
E7997,42,81,51,53,66
E6252,87,89,62,99,50
E4333,55,77,82,95,40
E4473,49,99,52,93,97
E7528,45,91,68,66,43
E5444,52,91,85,48,55
E6080,89,99,81,58,95
E2048,50,67,87,63,55
E4748,95,61,43,82,60
E9064,50,48,56,56,79
E1681,87,98,60,49,81
E0007,71,72,75,78,92
E4788,61,47,55,100,50
E0997,90,55,93,71,76
E1652,87,52,60,83,100
E0714,96,92,69,52,90
E8952,97,68,67,53,42
E6988,73,51,58,44,67
E0055,75,73,97,85,54
E4074,80,76,97,91,74
E1472,63,78,79,53,84
E5950,94,59,67,66,45
E8840,55,56,84,73,96
E3659,69,72,49,46,56
E4846,86,79,100,45,99
E8515,54,43,63,88,91
E2595,56,73,82,56,50
E1715,43,49,44,57,72
E3673,97,73,65,80,92
E4604,64,79,82,77,62
E7391,57,75,51,43,86
E5267,86,58,80,81,45
E5992,84,97,56,93,45
E3559,86,72,42,48,76
E0047,82,77,42,45,74
E1824,55,62,87,83,96
E5583,98,90,93,52,90
E5227,83,65,64,81,84
E9449,72,95,94,77,63
E3498,89,49,78,58,55
E9747,45,88,90,60,49
E0200,44,72,83,99,85
E4865,54,75,44,62,79
E8255,51,56,80,43,52
E6393,99,41,45,73,89
E1238,44,41,56,55,88
E6977,70,97,60,82,47
E3357,61,62,52,48,77
E6462,88,40,65,64,59
E9436,53,66,71,50,92
E8115,67,80,93,81,86
E3315,86,40,48,79,67
E0206,99,66,75,41,84
E3020,100,42,93,73,86
E8051,86,70,45,69,57
E7347,84,93,55,96,95
E0733,91,57,89,55,42
E5782,66,72,81,49,72
E0729,98,69,63,54,49
E2729,93,54,72,82,46
E0174,65,74,57,67,58
E0073,97,64,87,98,96
E4482,84,82,75,69,53
E4599,83,49,87,56,85
E9150,40,70,94,76,42
E3523,61,40,76,60,63
E2300,90,69,66,84,54
E8968,83,42,95,89,44
E4324,63,89,74,65,50
E2382,88,54,63,77,94
E0369,98,93,79,77,61
E6747,86,44,76,67,68
E0282,63,78,77,47,100
E7648,45,44,43,94,61
E0558,79,70,44,52,48
E0203,51,45,72,44,73
E1737,42,65,57,93,74
E5776,41,48,64,65,85
E8988,62,43,94,71,43
E6907,71,76,74,79,76
E8045,55,89,45,49,61
E7733,91,100,89,60,90
E4983,63,91,68,66,91
E9851,62,61,97,84,61
E2372,60,83,84,45,44
E9244,63,86,44,65,76
E4371,79,74,82,71,61
E2664,85,84,84,49,71
E2147,97,100,47,63,64
E9419,50,75,82,96,98
E4202,60,96,81,78,95
E3465,97,76,75,79,58
E0305,48,83,91,91,42
E8054,49,41,100,79,85
E0527,51,81,57,55,77
E2146,83,59,41,87,96
E1715,87,63,62,53,77
E3103,59,49,51,66,55
E2245,73,61,56,64,50
E8918,94,48,40,94,83
E7129,47,93,79,57,64
E5057,64,46,83,48,82
E0913,67,86,70,49,42
E6081,51,61,58,64,53
E9204,86,94,75,48,42
E6874,66,65,76,50,62
E5881,46,82,76,86,42
E5487,40,81,93,43,51
E6239,66,85,57,43,52
E6121,96,87,42,53,66
E9906,80,84,52,83,42
E1415,68,77,83,47,54
E1745,78,52,41,42,85
E5749,50,56,52,42,56
E0672,98,78,52,61,72
E9930,57,58,96,42,84
E1387,81,63,78,57,56
E4312,82,96,71,98,42
E5976,46,90,51,50,92
E9752,47,87,95,66,56
E4226,64,70,62,89,67
E3698,73,62,90,62,96
E4286,72,82,96,44,47
E8664,100,87,61,94,63
E0846,93,43,76,94,71
E3322,55,80,75,79,93
E8119,58,57,73,75,79
E5905,48,79,88,70,77
E3230,70,53,41,90,80
E0794,71,80,40,89,62
E1222,77,72,60,87,92
E2097,72,53,79,59,43
E4193,41,50,67,51,98
E2690,42,79,75,93,75
E3603,96,97,58,71,46
E3061,71,55,48,98,60
E1868,65,49,91,90,41
E3756,75,95,67,55,42
E1130,88,87,61,79,68
E8889,43,57,89,93,77
E9325,80,71,57,91,59
E3466,79,52,69,65,89
E3772,59,58,41,91,84
E2698,85,98,66,94,59
E1426,56,84,76,81,97
E5768,93,84,54,81,99
E1754,93,69,95,64,71
E2653,86,86,84,79,83
E4752,93,57,69,43,43
E8444,84,84,64,96,95
E3447,82,50,83,91,71
E6707,94,57,59,50,87
E0842,80,45,75,92,58
E1504,81,95,96,64,41
E3439,66,48,82,97,95
E1181,87,95,93,64,89
E9319,56,97,51,94,89
E2057,49,68,97,48,74
E8025,94,73,64,40,97
E4675,44,54,95,87,96
E8567,97,40,68,45,62
E2732,51,97,61,54,51
E8776,62,73,93,88,59
E0574,56,50,89,83,89
E8798,57,47,57,70,60
E8639,94,83,77,54,54
E7617,91,66,40,45,64
E5732,54,79,53,93,90
E1457,66,45,85,46,72
E2113,74,87,83,93,49
E9249,90,79,92,46,49
E7512,89,41,84,76,80
E6878,42,79,96,97,44
E2361,66,84,48,95,52
E8264,96,53,42,83,58
E9477,94,73,40,51,80
E1614,100,46,93,46,56
E5963,44,97,82,59,46
E8921,84,94,76,50,45
E7203,95,87,53,55,48
E6140,75,51,93,55,76
E9383,60,80,46,47,56
E9938,53,59,56,79,100
E8738,86,44,78,64,51
E5890,72,50,56,96,62
E8912,82,95,57,95,50
E7462,58,54,45,71,73
E5343,84,55,40,65,54
E5546,75,50,58,67,40
E5708,76,79,54,82,50
E2885,88,64,93,94,40
E4760,61,87,57,57,92
E4383,77,74,49,54,54
E4969,77,58,97,57,79
E2360,56,49,58,55,76
E7215,64,75,45,40,48
E3507,100,73,75,78,82
E6954,81,91,48,61,66
E4473,86,96,67,45,58
E1532,74,79,86,96,41
E6787,94,62,77,100,41
E0698,53,100,90,54,62
E6747,85,95,93,54,74
E0800,48,58,68,81,83
E0272,51,86,68,61,48
E1484,79,78,83,82,40
E4831,61,93,88,49,81
E7421,56,93,98,50,66
E2126,49,44,92,62,84
E8486,75,90,78,81,87
E7525,98,46,94,69,87
E0427,84,58,51,70,43
E9463,90,62,46,49,78
E6895,89,43,67,59,77
E9537,86,75,67,80,84
E0898,70,81,91,61,53
E9123,54,73,44,88,83
E3375,76,55,97,92,74
E4643,65,89,84,82,57
E6138,51,54,71,56,42
E6024,73,63,58,67,84
E4909,80,41,82,71,64
E8122,58,71,58,85,46
E1996,83,42,72,66,60
E1434,57,41,96,54,67
E8599,100,91,87,40,44
E4777,76,56,83,42,42
E1017,90,88,43,78,91
E8357,91,100,73,43,73
E1067,78,50,89,41,82
E3629,40,50,56,93,42
E1673,84,46,91,80,47
E7271,93,95,82,53,53
E0983,47,87,42,62,69
E4636,41,82,42,78,76
E9253,46,46,88,89,59
E9762,67,55,73,72,84
E9100,80,71,74,67,75
E5475,64,72,47,72,61
E6386,77,82,58,57,54
E3489,54,71,52,97,100
E2664,54,87,60,42,57
E6083,76,77,49,44,71
E6315,89,47,54,75,86
E0293,57,93,63,57,42
E8937,41,99,98,78,67
E9588,73,76,64,46,76
E7765,91,44,94,90,69
E4727,59,51,79,50,99
E1244,94,82,69,100,95
E6903,88,74,57,80,57
E8725,48,98,40,88,47
E8587,45,96,70,54,90
E7073,80,71,97,55,44
E2747,74,84,55,80,74
E8175,88,67,54,64,73
E6945,77,42,99,55,43
E1978,42,84,45,85,45
E7646,89,69,79,43,63
E0968,41,95,78,47,73
E0368,74,58,43,67,85
E3246,88,48,97,88,60
E9289,84,45,67,100,47
E9612,50,71,76,64,74
E1447,75,68,66,58,91
E9108,86,57,53,65,58
E5990,74,96,41,61,65
E1014,90,81,88,73,46
E5444,84,99,75,67,54
E0344,61,96,47,52,73
E1361,48,44,49,46,92
E6946,92,81,51,83,64
E6370,44,42,42,55,65
E0092,57,78,68,87,48
E5737,73,97,40,42,95
E1487,54,72,87,65,99
E0714,99,40,85,57,44
E9019,98,99,45,99,68
E6992,54,76,69,73,50
E7303,65,50,97,61,55
E7758,83,62,69,75,96
E3312,63,80,81,78,83
E2631,57,98,42,46,68
E8296,99,52,86,69,91
E2614,43,71,43,49,45
E3367,93,69,81,42,87
E8898,46,66,54,61,60
E2388,66,43,69,63,65
E9951,82,64,74,40,70
E4888,92,48,67,79,85
E5307,43,93,78,69,41
E6291,85,65,55,59,53
E9508,45,67,56,80,52
E6197,43,57,95,72,92
E0407,70,97,47,87,86
E8698,99,59,95,75,75
E8912,93,76,96,68,85
E7289,52,84,40,82,89
E6493,63,86,96,80,91
E8041,56,45,82,88,88
E0837,54,100,80,51,84
E0446,97,46,80,83,62
E6083,95,82,64,66,76
E1689,73,68,46,44,46
E8670,42,75,83,93,77
E7792,42,81,99,84,59
E8577,55,53,54,87,65
E1999,58,81,49,95,63
E9381,45,64,43,72,59
E5055,90,84,86,65,75
E2188,53,99,42,71,57
E4352,91,63,85,75,88
E2638,71,73,42,64,61
E0636,60,88,81,61,90
E0754,70,60,46,71,53
E9373,60,69,89,87,93
E3310,86,55,84,43,89
E5825,71,50,100,65,48
E7642,77,54,73,43,98
E2867,83,66,60,87,95
E5765,84,45,53,55,74
E0260,88,96,51,62,69
E8868,49,74,51,41,77
E8183,81,86,63,82,81
E2746,79,78,89,54,40
E1492,84,73,49,76,70
E4481,71,57,92,53,79
E3517,84,63,59,70,94
E9126,73,83,49,85,68
E7262,96,100,72,57,88
E3942,45,49,77,69,67
E6051,47,98,71,89,48
E3568,64,98,47,81,71
E3616,57,63,94,44,63
E0382,60,79,76,91,78
E7292,83,69,41,55,46
E9572,72,41,46,60,89
E8637,60,85,71,40,63
E3032,95,50,47,73,72
E7930,70,51,85,84,88
E2905,69,55,50,86,90
E4441,93,40,85,56,70
E0816,48,85,49,65,41
E3140,56,94,97,42,42
E8933,42,88,54,54,75
E6806,49,60,40,49,43
E7464,72,53,68,60,47
E9293,64,77,72,42,98
E6325,55,85,89,54,47
E3683,55,50,84,68,93
E8809,44,52,98,53,69
E6579,82,85,42,56,47
E8061,86,65,75,49,65
E2944,70,88,74,43,64
E8548,50,76,57,42,93
E8346,57,46,73,63,59
E4990,47,68,96,56,75
E1066,94,61,68,98,49
E5119,98,98,93,93,64
E5697,63,75,73,45,98
E6339,96,43,50,65,95
E3943,78,90,78,84,48
E4462,60,45,61,45,48
E8597,60,48,59,58,68
E3897,62,58,42,44,61
E0894,56,94,89,44,41
E0705,88,89,76,65,58
E4173,92,89,76,41,85
E6004,76,90,44,45,41
E2848,69,81,57,78,84
E9836,47,86,57,72,58
E1272,70,88,86,58,88
E4514,50,91,86,91,42
E5976,94,83,54,45,83
E1508,99,66,57,80,49
E7078,83,49,51,48,85
E8098,73,41,72,95,57
E4941,96,95,50,87,97
E0994,93,51,70,98,55
E2450,78,72,42,85,55
E1603,44,60,43,48,94
E0631,96,74,88,56,74
E7497,75,53,90,86,56
E7582,59,71,63,71,76
E0636,85,88,100,77,77
E1446,97,44,80,68,62
E9801,88,100,99,97,58
E4800,45,78,86,71,94
E3561,76,88,88,90,95
E8252,51,48,95,65,90
E9445,74,100,80,75,55
E0488,42,82,73,96,78
E1572,51,55,47,44,54
E2441,49,64,43,60,68
E0885,91,54,84,80,74
E6341,76,69,54,87,83
E7451,92,53,76,43,49
E7409,94,43,82,60,63
E0921,42,54,64,48,59
E7582,100,68,79,70,83
E4032,79,41,74,93,100
E7614,66,54,86,59,94
E2249,81,92,60,68,58
E0175,61,66,91,81,85
E4184,91,76,66,70,86
E3236,54,85,68,66,93
E1942,64,65,90,75,72
E3458,97,88,43,97,47
E0745,95,80,40,74,87
E1285,88,67,84,57,42
E9593,84,94,71,87,94
E2403,75,84,72,99,79
E6132,83,90,44,91,72
E9900,76,60,53,53,44
E7400,97,68,68,75,66
E4942,98,70,56,79,76
E6529,80,74,94,88,93
E5442,99,54,48,69,95
E5890,77,94,50,79,82
E0443,47,54,89,43,46
E2560,42,77,87,96,43
E2242,40,93,66,55,41
E9590,87,89,90,65,47
E2253,79,87,69,83,56
E4017,83,66,77,49,66
E8239,92,55,59,82,86
E6302,90,63,92,96,52
E2758,70,42,74,60,64
E8889,99,93,60,58,72
E9465,93,60,83,49,52
E4601,77,48,91,92,81
E8005,82,94,40,83,56
E4425,41,45,90,79,84
E3160,46,83,54,74,44
E7711,96,84,91,88,65
E7646,88,85,65,45,84
E1439,77,75,91,43,55
E6347,70,50,99,65,94
E2400,74,59,60,59,46
E9994,84,60,100,79,74
E5250,49,73,45,81,85
E9463,74,47,83,45,59
E0585,60,56,43,56,80
E8715,90,64,84,85,57
E4780,41,62,83,81,71
E0772,94,74,58,88,93
E2692,43,92,59,41,63
E7333,69,66,64,55,52
E7398,45,40,45,40,79
E0204,59,82,79,58,73
E5854,69,49,57,49,40
E3061,43,86,94,57,80
E3114,94,42,98,48,47
E2880,52,59,60,89,57
E9243,40,57,82,89,67
E6834,60,44,44,45,96
E6612,48,71,79,83,44
E8763,62,70,95,96,94
E6470,87,53,79,65,94
E3536,40,58,63,92,46
E7321,93,96,68,73,56
E9640,76,79,49,40,50
E7527,94,96,94,72,59
E7767,92,87,83,46,57
E6051,55,98,62,56,73
E0818,82,97,54,79,44
E1431,95,99,54,80,60
E0767,48,65,49,99,73
E7053,56,95,65,96,96
E3374,98,51,77,94,70
E9911,71,46,84,55,81
E1434,71,71,92,54,53
E5842,43,40,81,90,88
E0588,62,70,49,98,91
E5476,61,68,46,76,62
E3840,89,98,62,83,79
E2046,61,79,60,64,48
E7676,74,59,69,77,50
E2981,88,62,68,44,93
E4724,52,73,82,86,49
E3655,41,75,79,96,46
E2505,41,97,57,84,86
E9796,100,64,55,48,87
E6936,95,44,93,91,62
E8428,63,73,90,49,40
E6043,57,45,40,51,83
E0829,52,62,67,72,48
E6720,61,44,42,95,49
E0629,83,67,55,62,72
E1371,68,63,87,96,58
E9948,85,49,72,72,53
E5389,55,44,43,79,64
E0717,80,50,51,44,83
E1208,93,41,55,60,53
E6827,81,91,70,75,91
E7981,62,95,42,87,66
E2163,83,87,76,63,56
E5772,42,69,73,46,59
E1035,42,58,80,99,76
E2491,84,74,97,40,83
E0879,43,95,74,91,95
E5737,69,65,82,87,67
E0159,62,40,72,94,55
E3026,91,40,85,98,53
E1173,64,92,86,94,79
E0994,50,46,41,55,86
E6529,44,75,41,91,47
E2754,70,45,73,61,82
E5095,69,62,100,45,61
E5275,93,71,83,43,67
E2817,74,65,47,41,59
E1203,99,100,49,43,86
E1475,66,75,73,90,81
E9572,86,64,80,40,84
E5315,91,44,43,96,50
E1596,76,64,55,63,59
E2220,43,62,73,95,88
E7324,91,79,88,57,73
E6281,62,67,62,79,46
E4544,86,63,77,54,80
E1872,56,66,74,92,55
E6880,41,73,96,51,64
E6473,52,87,67,52,100
E9145,80,66,45,60,40
E2163,80,49,86,88,93
E3926,91,57,79,40,73
E5807,70,51,69,72,96
E9720,87,45,73,44,81
E3480,79,59,86,41,86
E9524,43,43,92,99,75
E4250,75,58,49,63,51
E1916,54,48,50,60,58
E7509,61,58,83,89,96
E0446,42,83,53,84,82
E2204,48,100,91,95,88
E8960,63,79,45,85,75
E3093,89,69,48,99,59
E3567,47,100,57,73,92
E7418,75,94,57,53,42
E8939,100,92,85,46,52
E3325,43,72,53,40,55
E3904,71,83,67,90,61
E2204,45,84,91,92,61
E5295,49,83,65,95,97
E3933,42,56,72,89,86
E9834,87,91,74,57,43
E4314,69,69,83,56,45
E7172,81,58,61,77,86
E6958,56,88,60,75,91
E3857,89,87,83,61,40
E4102,87,46,65,72,63
E5763,82,69,67,66,50
E2496,56,55,74,49,76
E0090,71,58,91,85,86
E6062,46,80,76,58,60
E7640,85,79,45,92,57
E8651,68,62,84,64,46
E8339,41,79,58,92,44
E5069,76,95,83,96,87
E3746,48,48,100,56,40
E3419,54,79,59,71,55
E2955,99,73,75,49,56
E3152,68,98,70,76,72
E9665,70,96,78,50,76
E8345,75,65,94,57,94
E2943,42,57,100,44,41
E2608,81,84,91,53,100
E2338,96,50,63,79,45
E0355,81,99,74,86,61
E3823,63,69,49,71,58
E3818,84,74,49,75,51
E5032,70,62,41,49,81
E9170,40,100,73,94,97
E4518,88,52,97,95,75
E8126,43,86,77,96,53
E5975,66,43,89,94,74
E0714,99,51,45,87,82
E9108,91,66,50,85,44
E4066,63,56,87,56,83
E4728,71,85,85,94,44
E7502,61,83,81,76,64
E8572,96,59,57,88,49
E7272,80,80,43,99,41
E8853,60,90,62,63,93
E9458,98,68,91,92,55
E9283,60,63,82,40,78
E1767,82,75,51,56,73
E7401,91,75,72,58,47
E5600,82,77,50,45,51
E4882,56,81,71,83,90
E1593,94,55,77,67,50
E7747,54,83,65,62,56
E9591,52,58,61,77,74
E3111,78,51,77,59,72
E2917,82,85,95,73,96
E7781,52,97,78,98,50
E8293,81,87,80,48,51
E3466,45,48,69,76,73
E9166,52,70,48,90,94
E0293,93,77,60,73,59
E2271,64,53,48,69,41
E2496,58,71,81,56,77
E9684,93,67,63,74,58
E3486,43,84,86,57,47
E9861,42,84,66,49,64
E6460,45,42,73,92,54
E7649,44,55,78,47,84
E9521,62,86,49,49,54
E4807,88,79,40,49,59
E7336,49,68,88,99,75
E7859,95,65,80,49,41
E8682,77,100,60,84,94
E6194,53,43,90,78,73
