EnrollmentNo,choice1,choice2, choice3,choice4,choice5,choice6,choice7, choice8,choice9,choice10
E3703,C1376-ME,C0060-Auto,C6978-IC,C4501-EE,C2800-CSE,C4501-CH,C1570-ME,C4206-CSE,C2490-IC,C8804-ME
E3809,C1932-IC,C9712-IT,C9896-ME,C9118-CH,C0871-ME,C2220-EE,C1470-IT,C4206-ME,C7510-ME,C9443-EE
E0107,C8132-IT,C1510-EC,C1932-IT,C5597-IT,C5668-EE,C7933-IT,C6978-Civil,C8895-ME,C6879-ME,C4790-IC
E4061,C6978-CSE,C1376-IC,C1470-CSE,C9896-IC,C5005-EE,C9015-CH,C9435-CH,C9896-EC,C8804-EC,C2525-EC
E0448,C7168-IT,C2490-CSE,C6968-EE,C4501-EE,C9118-IC,C6879-Auto,C1664-ME,C2490-IT,C6200-EC,C9118-CSE
E8679,C4206-Auto,C6200-IC,C9015-EE,C5005-ME,C2525-CSE,C4340-IC,C1932-EC,C8132-EE,C4501-EE,C8132-IT
E7481,C6900-IT,C9435-EC,C6014-EC,C6200-Civil,C8895-Civil,C5668-EE,C7168-IC,C7933-IC,C4849-IT,C6978-CSE
E0186,C2010-EE,C9015-CH,C4206-EC,C1470-EC,C7410-EC,C2220-IC,C5005-CSE,C1570-EE,C0871-CSE,C9896-CH
E5353,C0871-IT,C1376-IC,C4449-Civil,C4501-Civil,C8895-CH,C6014-EC,C4790-EC,C5005-Civil,C8132-EC,C9712-IC
E8153,C0060-EE,C4501-ME,C1376-EC,C2310-Civil,C4449-IC,C9015-Auto,C1376-Civil,C1510-IT,C4212-CSE,C7168-Civil
E5583,C5111-CSE,C0871-Auto,C7410-EC,C6200-ME,C2010-IT,C6978-IT,C1664-IT,C4212-IT,C4212-ME,C1664-IT
E7347,C8804-CSE,C4501-CH,C0871-Auto,C6968-ME,C7168-CSE,C2220-EE,C6978-EC,C9015-Civil,C2661-CH,C9435-Civil
E8444,C7330-EE,C7667-EC,C9712-CH,C2310-Civil,C2310-EC,C6879-Civil,C4790-Civil,C6200-EE,C2525-Auto,C4826-Auto
E0212,C4849-IT,C6900-IT,C4790-Civil,C1376-EC,C5668-IC,C2800-Civil,C4212-Civil,C2661-IC,C8895-EE,C4501-IT
E0183,C9443-Auto,C2525-ME,C2800-IT,C6200-CH,C7410-EC,C7667-CSE,C9443-Auto,C5668-EE,C1470-IC,C2220-EC
E0243,C4790-CH,C6900-Auto,C7933-IC,C4340-CSE,C9015-IC,C5111-IT,C2800-CSE,C4206-CSE,C5668-ME,C7330-CH
E6080,C2661-EC,C0060-Auto,C7168-IC,C1376-IT,C6879-IC,C8132-EE,C8895-CH,C0060-EC,C8911-Auto,C7410-IC
E2204,C9896-Civil,C2661-Civil,C8911-EE,C4206-CSE,C4790-Auto,C4340-IC,C7410-Auto,C5597-IT,C7168-IC,C4206-ME
E2277,C4212-EE,C4849-CSE,C9435-Civil,C4826-ME,C9118-EE,C9435-CH,C4501-ME,C4212-ME,C2310-ME,C5668-CH
E5765,C8911-EC,C4790-CSE,C1510-Auto,C4501-Auto,C2010-EE,C9763-CSE,C6968-CH,C4501-CSE,C9015-ME,C1570-EE
E1635,C2800-EC,C2310-Civil,C6014-EE,C2661-EC,C7510-IC,C4790-Civil,C4501-CH,C1470-Auto,C7933-ME,C1376-ME
E2863,C4790-EE,C8804-IT,C2800-EE,C7410-Civil,C7410-Auto,C2490-IC,C2661-IC,C6968-EE,C4849-IC,C9896-CH
E1685,C6879-CSE,C4449-IC,C9896-Civil,C9763-IC,C5111-EE,C7168-CSE,C5668-CH,C7168-ME,C8132-IC,C2800-EE
E4396,C5597-Auto,C1932-CH,C7667-ME,C0060-IC,C7510-IC,C6968-IC,C7667-EC,C1376-Civil,C8804-CH,C2220-IT
E4188,C4340-CH,C9763-EC,C6014-Civil,C2010-EE,C5111-EE,C2220-EC,C2010-EC,C2310-ME,C7330-Auto,C1570-EE
E3524,C4849-IC,C8132-CSE,C2220-Civil,C2800-ME,C2220-IC,C2800-EC,C9763-EE,C9118-EE,C5668-EC,C5668-EE
E5486,C2490-EE,C1932-CH,C5597-EE,C9435-ME,C6014-Civil,C1664-IC,C4206-EC,C8911-Civil,C1510-CH,C6200-EE
E1435,C6900-ME,C9763-EE,C5111-IT,C9015-CH,C2525-IT,C0871-Auto,C2525-EE,C2490-CH,C9435-CH,C6014-EC
E2040,C6900-CH,C1510-EE,C9763-ME,C1470-Civil,C8132-CH,C7410-Auto,C4206-IT,C2800-CSE,C1470-IT,C1470-Auto
E6613,C1664-EC,C4206-CSE,C1376-CH,C9763-Auto,C8895-IC,C4340-EC,C6900-IC,C7667-IC,C7330-ME,C5005-Civil
E7393,C1376-CSE,C9118-ME,C9763-Civil,C4826-ME,C4449-CH,C1664-IC,C6014-IT,C7410-CH,C6879-ME,C8132-CSE
E2987,C5005-EC,C7410-ME,C7933-Auto,C9712-Civil,C1570-CSE,C6879-IT,C8911-Civil,C9015-IT,C7667-EC,C2310-EC
E8056,C6900-IC,C9443-EE,C0060-IT,C4790-CSE,C2800-Auto,C0871-EE,C7168-IT,C7168-EE,C1470-ME,C7330-IC
E0004,C1570-EC,C9896-CH,C5597-IT,C4212-EE,C2490-EE,C4849-ME,C1510-ME,C9896-EC,C9118-EE,C7667-IC
E1751,C5111-IC,C0871-Civil,C2490-EC,C1470-CH,C4826-Auto,C1470-IT,C4790-Civil,C9118-EE,C4826-EC,C1376-IC
E6465,C9443-IC,C5005-Auto,C8804-EE,C7168-ME,C8132-ME,C8911-CSE,C6200-Civil,C1376-Auto,C1470-IC,C4790-CH
E9516,C1932-EE,C0060-IC,C7168-CH,C8895-CSE,C1510-IT,C8911-CH,C1376-EE,C7410-EC,C4790-IT,C7330-Civil
E8884,C6978-CH,C0871-Auto,C2800-CH,C4790-EC,C6968-IC,C1932-Auto,C4501-CH,C9015-IC,C7410-Civil,C4449-Auto
E8549,C5111-IC,C1664-EC,C8911-Civil,C2010-Auto,C4449-IC,C8911-CH,C6014-ME,C4849-IC,C6879-IT,C8132-Auto
E5470,C0871-Civil,C6200-CH,C7933-IT,C6879-Auto,C2220-IT,C8895-IT,C2310-EC,C4212-EC,C6900-ME,C4501-CH
E2770,C7330-IC,C2661-EC,C9896-Civil,C6014-Auto,C8895-CSE,C6900-IC,C1510-ME,C0060-CH,C7510-CSE,C9435-IT
E4289,C9015-Civil,C4501-ME,C2525-Civil,C4212-CH,C9435-EC,C6014-IC,C9896-ME,C6200-CSE,C9118-EE,C1510-Civil
E7918,C4501-CSE,C7330-Civil,C1932-IC,C9118-CSE,C2800-CH,C7510-EE,C1376-Auto,C4790-CH,C2661-IT,C1570-CSE
E7351,C2220-IC,C1470-Civil,C1376-Auto,C2220-IC,C4849-CSE,C9118-CSE,C6900-CH,C4206-IT,C7667-EE,C1932-ME
E4077,C8895-IT,C1570-CH,C7933-Civil,C4212-ME,C4826-IC,C5005-EE,C6200-Auto,C1932-ME,C7933-IC,C8911-ME
E5151,C1664-CSE,C9896-CH,C2800-CSE,C4849-CSE,C6200-Civil,C2661-ME,C9896-EC,C6200-EE,C5111-IT,C2490-IC
E6932,C6968-IT,C1932-CSE,C1510-Auto,C4449-IC,C1376-Auto,C4449-IT,C0871-Civil,C1932-IT,C6900-IC,C7667-CH
E1932,C6968-EE,C4206-EC,C6900-EC,C6978-EC,C1510-Civil,C9712-CH,C4790-CH,C8911-Auto,C4212-IT,C9443-CH
E2031,C5005-EE,C0060-Auto,C7667-IC,C6200-EE,C8895-EE,C2310-EE,C2010-EC,C2310-IT,C6968-EE,C4212-CH
E8358,C5597-Civil,C2310-EC,C1570-Auto,C5597-CH,C1376-Civil,C8911-EC,C1570-CSE,C9015-Civil,C2800-EE,C5668-IC
E7857,C9435-CH,C2010-Auto,C8895-IC,C8895-Auto,C8804-CH,C5668-EC,C4790-CSE,C6900-EC,C5597-IT,C2490-IC
E8848,C9118-EE,C1470-Civil,C6879-EC,C4206-EE,C9118-IC,C2220-EE,C7510-EC,C4826-Civil,C7410-Civil,C0060-Auto
E6963,C9435-CH,C5005-EE,C4206-CH,C4206-CH,C1664-ME,C0871-EC,C4340-EE,C9443-EC,C4212-CH,C8132-EE
E1131,C2800-ME,C5005-Auto,C2490-Civil,C9443-CSE,C2490-IT,C9435-Auto,C2525-IC,C6968-Civil,C6879-EE,C1932-CH
E9315,C6900-CH,C9435-Auto,C4849-IC,C9712-EE,C1470-EE,C6200-Auto,C1570-EC,C2220-EC,C9435-CH,C6200-IC
E2847,C6968-Civil,C7168-EE,C4790-CH,C4501-CSE,C5111-Civil,C7168-Civil,C1664-IC,C4340-Auto,C7667-Civil,C6968-EE
E2468,C9712-CSE,C2800-EE,C7410-EE,C2525-EE,C4501-Civil,C9118-EE,C1510-EC,C5597-EC,C9712-IC,C1470-IT
E6701,C4501-IC,C7510-ME,C8911-IC,C1664-EE,C2661-EE,C7168-IT,C4212-Auto,C2661-IT,C4340-EC,C4206-CSE
E3268,C4826-IT,C1470-Civil,C2010-EC,C1664-CH,C7330-EE,C4501-EC,C9015-Civil,C4449-EC,C1932-EC,C1510-CH
E7635,C6978-IT,C6879-IC,C7410-EC,C9435-IC,C1470-Auto,C9443-IC,C1664-CH,C5111-IC,C6014-ME,C8804-Civil
E9294,C4826-ME,C7410-EE,C6014-Civil,C0871-CSE,C6200-Auto,C9712-IT,C4849-CH,C2220-CSE,C6879-CH,C5668-EE
E4274,C7168-IT,C1470-EC,C2010-EC,C7933-CSE,C1932-IT,C4340-CSE,C2800-ME,C2800-ME,C7410-IT,C8132-CSE
E9576,C9763-EE,C2490-Auto,C2310-CSE,C8804-Auto,C5597-IC,C6879-Civil,C8895-Civil,C9763-EE,C6879-CH,C8804-ME
E8080,C9763-CH,C8911-Auto,C1932-IC,C1664-EE,C4501-EE,C4212-EE,C5597-ME,C4826-EC,C2661-IT,C4212-EC
E3193,C6900-CH,C4449-ME,C2220-Civil,C7933-CH,C7330-EE,C4826-CSE,C1470-ME,C4340-CSE,C4212-Civil,C0060-ME
E5458,C7330-EE,C0871-CSE,C9712-Auto,C6879-IC,C0060-CSE,C6014-IT,C4340-IC,C1932-CH,C9712-IT,C7510-EC
E8897,C4340-EE,C5668-ME,C9896-EC,C1470-EC,C2220-ME,C7510-EC,C4449-EC,C7667-IC,C8911-Civil,C4449-CSE
E8328,C5005-Civil,C2525-IT,C1510-IT,C8804-ME,C9712-IC,C9118-IC,C4212-CH,C4212-ME,C4449-IC,C4206-IC
E3576,C4849-IT,C9118-EE,C0060-IT,C9896-IT,C7330-IT,C7330-ME,C2661-EC,C8132-Civil,C1570-IT,C9896-ME
E5564,C1570-Civil,C1510-IC,C1570-Civil,C7410-CSE,C1932-CH,C9443-Auto,C6900-CH,C0060-IC,C4206-ME,C4449-EE
E5743,C7410-IT,C6200-ME,C7330-EC,C2310-EC,C2310-CH,C4340-IC,C6968-Civil,C7933-CSE,C7330-Auto,C8132-Civil
E0986,C6879-CSE,C2010-EE,C7933-IC,C5597-Auto,C2310-CH,C4501-IT,C4212-CSE,C7330-IC,C8804-EE,C0871-IC
E3279,C4501-CH,C0871-Auto,C4501-Civil,C4849-Civil,C7168-EE,C2525-CSE,C5668-Civil,C4501-IC,C5111-ME,C6879-EE
E8885,C7410-CSE,C8895-IC,C8911-ME,C9443-CSE,C7510-ME,C4790-EC,C5668-IT,C8132-IC,C2310-ME,C9763-IC
E5003,C4206-ME,C5668-CH,C6014-EC,C9763-Auto,C4449-EE,C7410-Auto,C6200-IC,C4826-CH,C7667-EC,C8911-Civil
E6710,C9712-IC,C2220-IC,C6968-Civil,C1664-Civil,C8132-ME,C1376-Auto,C5668-IT,C1570-EE,C9015-EC,C7330-IC
E2055,C9896-IC,C6879-Auto,C2220-Civil,C7510-CH,C4212-EC,C5668-CSE,C4449-Auto,C2525-IC,C2800-IC,C4340-Auto
E7849,C9118-CSE,C1376-Civil,C9435-IC,C5597-Auto,C9763-Auto,C7410-EE,C1664-CH,C8804-IC,C7933-IC,C6978-EE
E9290,C2220-IT,C9118-IT,C9118-ME,C9118-ME,C2220-ME,C5668-ME,C1570-ME,C2310-EE,C6968-CH,C6968-CH
E2956,C1376-EE,C2490-Civil,C1664-EC,C7410-CH,C8895-Civil,C4206-Auto,C9763-Auto,C4212-EC,C5005-ME,C8804-Civil
E4074,C7330-Auto,C6900-Civil,C6200-Civil,C5111-IC,C6014-Auto,C9015-IC,C1664-CH,C7330-IC,C7330-Auto,C6200-EE
E2653,C9896-ME,C1510-EC,C1470-Civil,C2490-EE,C1664-EC,C7410-Civil,C1664-CSE,C2800-EE,C7667-IC,C4340-EE
E8912,C1470-EC,C1664-CSE,C4212-IT,C8911-IT,C8895-IT,C2800-IT,C8895-IC,C7410-Auto,C1932-EE,C2010-CSE
E1282,C7410-IT,C2310-EE,C4790-Civil,C8804-EC,C2490-ME,C4449-IC,C7330-EE,C2661-EE,C4212-IT,C7510-CSE
E0226,C2490-CSE,C2661-Civil,C9118-EE,C2220-CH,C4206-Auto,C0871-Auto,C9763-ME,C8804-CH,C9015-CSE,C1570-IC
E3772,C6968-CH,C7410-CH,C8895-Civil,C6014-Auto,C6978-EE,C4501-Civil,C8132-EE,C4449-CH,C5597-CH,C1570-EE
E1842,C6900-CH,C1376-Civil,C4212-EE,C9443-IC,C8804-Civil,C1510-IT,C5005-CSE,C9443-IC,C4206-EE,C4449-CH
E4461,C7933-ME,C6014-IC,C2010-CSE,C4790-EC,C6879-IT,C8804-IC,C7667-EC,C7168-Civil,C1932-CSE,C9118-ME
E7306,C7330-Auto,C1470-ME,C1376-CSE,C1510-Civil,C2220-CSE,C1470-EE,C9763-EE,C6978-IT,C2310-CH,C7168-EC
E7791,C9443-CSE,C8895-CH,C0871-EE,C1470-EE,C2661-ME,C5597-IC,C2220-CSE,C1664-EC,C9712-IC,C2661-Civil
E4820,C4206-IC,C7330-Auto,C4790-Auto,C7168-EC,C7168-CSE,C6900-IC,C1570-Civil,C7667-EC,C2490-EC,C1932-CSE
E4143,C7933-IT,C7168-IC,C4340-CSE,C4501-CSE,C5597-Civil,C0060-EC,C5111-Auto,C6968-Civil,C7168-IT,C7933-IT
E6610,C6900-EE,C9896-IT,C1932-CH,C2800-IC,C1664-EE,C7168-Auto,C1510-ME,C4449-EE,C5005-CH,C7510-EE
E8763,C4849-Civil,C9763-IT,C1470-Civil,C1932-EE,C2800-CSE,C6968-IC,C1510-CSE,C4206-IT,C2800-IT,C7510-IT
E9753,C5597-CSE,C6978-CH,C7168-EC,C9435-Auto,C9015-IT,C5668-CSE,C6200-IT,C7933-ME,C7667-Auto,C6014-IC
E1770,C9896-IC,C2800-IC,C8895-EE,C1664-CH,C6900-Civil,C2490-CH,C6978-Auto,C6968-EE,C8132-EE,C1570-IC
E9273,C9763-Civil,C6014-IT,C9435-ME,C5111-IC,C6968-CH,C4826-CSE,C6200-Auto,C8804-EE,C6879-EE,C9015-IT
E7367,C6968-CSE,C4501-CH,C8804-EE,C2310-IT,C6968-CH,C1510-Auto,C2490-ME,C2800-ME,C6978-EC,C9015-IC
E8877,C2661-Auto,C2800-IC,C7510-Civil,C9443-ME,C7168-EC,C8132-EC,C1664-EE,C9015-CSE,C5668-CSE,C2220-EE
E1643,C4849-CSE,C1664-CH,C8132-IC,C2800-IT,C9435-CSE,C1932-Auto,C4790-Auto,C2661-EE,C2800-EE,C7330-EC
E3796,C9015-Civil,C7510-ME,C1510-EC,C6200-IC,C2490-Civil,C7168-CH,C9435-CH,C6879-IT,C4826-CH,C7667-EE
E7256,C6879-IT,C1510-Auto,C6200-EC,C4790-CH,C2010-EC,C2661-Auto,C8132-IC,C1510-EC,C2800-CH,C8895-Auto
E5820,C5597-ME,C0871-Auto,C6900-EE,C9118-CH,C2661-Auto,C6879-EC,C2010-Auto,C1664-EC,C4501-EC,C4449-EE
E6294,C2310-EE,C4849-EE,C2220-IC,C1664-EC,C5597-Auto,C8911-Civil,C9712-CH,C8911-IT,C7667-EC,C1470-EC
E1451,C7168-IT,C7410-IC,C2490-ME,C9763-IT,C6879-CSE,C7667-Auto,C9763-IC,C6879-EE,C4449-IC,C1376-CSE
E6933,C6968-Auto,C1664-IT,C9118-IT,C7410-EC,C1470-IC,C4212-IC,C9435-IT,C4206-EC,C8911-Civil,C8132-EC
E4888,C2800-Auto,C9118-IC,C4340-IC,C8895-CH,C7933-CSE,C1570-IT,C6968-Auto,C2220-ME,C9443-IT,C4206-CH
E3193,C9763-Civil,C4340-IT,C7933-Auto,C2490-Auto,C6900-Civil,C4212-CH,C5111-EC,C9118-CSE,C1470-EC,C7410-IC
E3437,C6978-IT,C0060-Civil,C7667-Civil,C1376-EE,C2220-EC,C2010-CSE,C1570-CSE,C8804-Auto,C8132-Auto,C7410-IC
E6493,C7933-Civil,C9896-Auto,C2010-CSE,C4206-IT,C4212-Civil,C5005-EE,C2010-Civil,C1570-ME,C6978-ME,C4790-IC
E5291,C1570-Civil,C2490-Civil,C2525-IT,C6879-IT,C1664-CSE,C1664-ME,C7667-IC,C1932-Civil,C8911-IC,C9896-ME
E7880,C9435-Civil,C5597-IC,C8132-Civil,C2010-Civil,C9443-ME,C7667-IT,C4826-EC,C8132-EC,C7410-Civil,C7410-CSE
E8143,C9896-CSE,C8911-CSE,C5005-Civil,C6879-CH,C6200-IT,C9712-CSE,C7933-CSE,C2010-IT,C2661-CSE,C0060-Civil
E7492,C4501-Auto,C6014-ME,C5005-IT,C2525-CH,C7667-IC,C7667-Auto,C2800-Auto,C4206-IT,C9015-CSE,C9435-EC
E1124,C6968-Civil,C8132-CH,C7510-ME,C2525-EE,C6200-IC,C2310-CSE,C2661-IC,C7410-EE,C1510-IC,C4340-IC
E3596,C4849-CSE,C4790-Auto,C5111-IT,C1470-Auto,C4849-Auto,C5597-Auto,C9712-EE,C2310-Auto,C4206-EE,C5111-CSE
E8125,C2800-Auto,C1376-Civil,C5597-CSE,C8911-IC,C7410-IC,C0060-ME,C8804-EC,C9015-IC,C9015-ME,C2010-CH
E6249,C5597-CH,C1470-EC,C6879-EC,C6968-IC,C9443-CH,C4340-Civil,C7330-Auto,C9763-CSE,C1664-Auto,C9015-EE
E6763,C1510-EC,C9443-Auto,C7933-IT,C1376-IC,C1664-CH,C1470-ME,C4340-Auto,C8132-Auto,C8132-IT,C6200-IT
E9423,C7168-ME,C4449-Auto,C1376-EC,C9443-ME,C7510-CH,C2310-CSE,C9015-Auto,C1510-IT,C5005-Auto,C1664-CSE
E0126,C9763-Civil,C2661-CSE,C5597-IC,C5111-CSE,C0871-IC,C2490-Auto,C4206-CSE,C5111-EC,C9118-IT,C9015-CSE
E7527,C4849-EC,C2010-IT,C4206-EC,C6978-Civil,C9118-ME,C4501-CSE,C7667-ME,C2010-EE,C5597-Auto,C0060-ME
E1173,C2661-Civil,C2310-EE,C2525-EE,C4212-Auto,C4826-Civil,C6968-Auto,C6879-EE,C1570-EE,C2220-IT,C9712-IC
E8682,C5668-Civil,C1376-EE,C6200-Civil,C9435-CSE,C4449-EC,C2800-Auto,C1470-IC,C9443-EC,C1570-CH,C9015-Auto
E4619,C2661-IC,C9763-CSE,C2220-Civil,C1932-EC,C9712-CSE,C4849-Civil,C9763-Civil,C5668-EC,C2010-Civil,C6879-IT
E8686,C2010-EE,C6879-Auto,C6200-Civil,C7168-IC,C8132-EE,C9443-CH,C6978-CH,C1932-CSE,C7667-IC,C4206-CSE
E0639,C2490-EE,C4501-EE,C5668-EE,C2310-IC,C7410-EE,C5597-CSE,C7410-Civil,C2490-EE,C8911-EE,C2800-EC
E9751,C4849-IC,C4501-EE,C8132-Civil,C1470-EE,C4826-Civil,C5597-ME,C2490-CSE,C9443-Auto,C4501-CSE,C8895-IT
E9618,C7667-IT,C8911-Civil,C2800-ME,C1470-EE,C5597-EC,C0871-IT,C5005-Auto,C9015-IT,C6900-Auto,C4849-EE
E3054,C2010-IC,C4340-EC,C4501-EC,C2661-IC,C9118-IC,C9118-CSE,C2310-IC,C4340-Auto,C4501-EE,C2220-EE
E7506,C2800-CSE,C5111-IT,C4826-Auto,C7510-EC,C4212-IT,C5111-CH,C5005-IC,C2010-IC,C1510-EC,C1470-IT
E1197,C4826-EC,C4790-Auto,C2525-EC,C1470-CH,C7510-Civil,C7667-EC,C2661-EC,C5111-Auto,C2800-Auto,C4790-CH
E8672,C6900-CH,C1510-EE,C4212-CH,C9896-Civil,C9015-ME,C8895-EC,C2661-IT,C4790-CSE,C9763-IC,C0060-EC
E7196,C1470-EC,C1470-EC,C1470-IC,C9435-IC,C2010-ME,C8895-CH,C5111-ME,C4826-IC,C7410-Civil,C8911-IT
E6697,C8911-EC,C7410-IC,C0060-IC,C5005-IC,C4449-CSE,C5668-EC,C1664-ME,C1510-EC,C2525-Civil,C1376-EE
E4749,C9763-IT,C2490-Auto,C4849-EE,C4206-Civil,C4790-ME,C9443-Civil,C6900-CH,C4212-ME,C4826-EE,C4340-CSE
E7501,C6879-EE,C7510-ME,C4849-CH,C7933-IC,C7510-CSE,C6900-Civil,C6200-IC,C7410-EC,C6968-ME,C2490-Auto
E9000,C9896-IT,C4826-Civil,C8132-IC,C1932-IT,C6968-Auto,C5668-ME,C7510-EC,C0060-ME,C9435-Auto,C9435-ME
E2613,C5111-EE,C9712-Auto,C5597-EE,C2525-Auto,C7667-Civil,C9435-ME,C1510-CSE,C1664-Auto,C9712-CSE,C2525-EE
E3076,C2010-EC,C2800-IC,C0871-IT,C9443-IC,C8132-IC,C8911-IC,C7667-ME,C1376-Civil,C6014-Civil,C2490-EC
E4046,C9763-EC,C4449-CSE,C1470-CSE,C6978-ME,C1664-ME,C6879-EC,C4340-Auto,C6200-EE,C6900-Auto,C1376-Auto
E1064,C6978-CH,C2220-Civil,C7667-EC,C2661-IC,C0060-Auto,C8804-EE,C4340-CSE,C8911-CH,C4501-CSE,C6014-IT
E4987,C2800-EE,C4826-EC,C2525-Civil,C1470-CH,C0060-Civil,C6014-CSE,C4212-EC,C1664-IT,C2661-ME,C2525-Civil
E4329,C0871-EC,C7330-IT,C4790-Auto,C1932-ME,C4790-EC,C7330-CSE,C7933-EC,C1570-EE,C8804-EE,C6879-EC
E8855,C7410-Civil,C1510-CH,C7330-IC,C7410-CSE,C8132-CSE,C9763-CH,C4501-EC,C4206-EC,C4849-Auto,C8132-CSE
E6344,C7510-IT,C6900-IT,C7410-IT,C1510-CSE,C7667-CSE,C7330-EC,C7510-CH,C7510-ME,C6879-EC,C5005-Auto
E1241,C1376-EE,C7330-CSE,C4501-EC,C4790-Civil,C2800-Auto,C7330-ME,C5111-EE,C2661-EC,C1570-Auto,C7667-CH
E0797,C0871-Auto,C8895-CH,C2490-ME,C7510-CH,C0060-EE,C2220-EE,C6200-EE,C9443-IC,C2800-Civil,C1570-IC
E6511,C6968-CSE,C1664-IC,C5597-IC,C4449-EE,C5111-Auto,C2661-Civil,C2310-EE,C8804-Auto,C1932-IT,C1510-IC
E4529,C0871-EC,C9763-EE,C1664-ME,C4449-IC,C4449-Civil,C8895-IT,C8911-Auto,C9443-EC,C5005-ME,C9015-Auto
E1859,C9443-IT,C6978-Civil,C4501-CSE,C6968-CH,C1470-EE,C6978-IT,C2490-CSE,C2490-EE,C6978-IT,C6879-EE
E2327,C4790-EC,C2525-CH,C1570-EE,C7330-Auto,C4790-EC,C7667-IT,C8895-Auto,C2220-Auto,C7330-Civil,C1510-ME
E1645,C5668-EC,C4826-CSE,C5005-CH,C9763-Auto,C6200-IC,C1664-IC,C2220-CSE,C2010-Civil,C7667-IT,C1510-CSE
E7262,C1932-CSE,C6978-IT,C7933-Auto,C1664-CH,C6879-CH,C4849-EC,C0871-IC,C7510-IT,C6900-IC,C7168-EC
E2967,C5005-CSE,C6014-IT,C4790-IT,C7510-CSE,C2010-CH,C4501-IT,C1570-EE,C9118-IC,C6014-Auto,C1510-Auto
E2806,C6014-Auto,C5111-CSE,C2525-Auto,C9015-Civil,C8804-Civil,C6968-EE,C6200-ME,C6978-EC,C1376-ME,C2220-IT
E4509,C2525-ME,C9443-CH,C2661-EC,C7510-CSE,C1510-Auto,C5111-IT,C5597-Auto,C8804-IC,C7667-EC,C5668-Civil
E5753,C8911-CSE,C7410-IC,C6968-CH,C6200-Auto,C7510-IC,C6968-IC,C6978-ME,C7410-CSE,C2310-ME,C1664-EC
E5970,C9435-IC,C4790-EE,C1376-IT,C9763-Civil,C2525-EE,C1664-ME,C4449-IC,C4501-IT,C2525-IT,C1932-ME
E7057,C9443-EC,C8911-CSE,C6900-Auto,C4449-ME,C9015-IC,C2800-Auto,C6978-CSE,C2310-CSE,C1376-Auto,C9443-IC
E5888,C8804-EC,C9118-Auto,C5597-IC,C9443-CH,C5668-Civil,C4212-EE,C6968-Civil,C5597-Auto,C4501-Civil,C2220-IC
E5936,C1376-Civil,C6200-EE,C4206-ME,C6014-Auto,C1376-ME,C6978-CSE,C4212-EE,C8895-CH,C0871-IT,C8895-IT
E2228,C9118-CSE,C4340-EE,C4826-EC,C6978-CSE,C2490-IC,C4449-IC,C2490-IC,C9896-IC,C7933-IT,C7168-IT
E8950,C1570-CSE,C1932-Civil,C7933-ME,C9435-CH,C9896-EC,C8911-IT,C1932-ME,C8911-EE,C4501-IC,C9015-IC
E9987,C6978-CH,C4501-EC,C4501-Civil,C7510-CSE,C8132-IT,C6014-CSE,C2661-CH,C2220-ME,C2490-CSE,C2490-CSE
E5491,C2525-Auto,C2310-Civil,C4449-ME,C6879-ME,C9435-EE,C7510-IT,C6968-ME,C2525-ME,C4790-ME,C9443-IC
E8487,C8911-IC,C8804-ME,C6978-CSE,C4206-EC,C1510-EE,C1510-CSE,C2220-EC,C7168-Civil,C4790-EC,C5597-EC
E0397,C1570-CH,C9118-Auto,C1376-IC,C6978-CH,C5111-IT,C7410-EE,C9712-Civil,C1470-IC,C9896-CH,C2661-ME
E7686,C1376-IT,C2490-EC,C8804-IC,C1470-IT,C4826-Auto,C6014-EE,C4826-IT,C6968-Civil,C8911-ME,C9763-IC
E2854,C6014-CSE,C4826-IT,C7933-Auto,C5597-CSE,C9763-IC,C9015-Civil,C9015-ME,C6014-IT,C7510-EE,C9443-Auto
E9701,C6200-CSE,C9118-IC,C2310-Auto,C2010-CH,C2220-CSE,C2220-CH,C6014-ME,C0871-CH,C5111-IT,C6978-Civil
E6079,C8911-CSE,C9443-Civil,C5668-CH,C9118-ME,C2490-EE,C8804-IC,C6200-CH,C5111-EC,C4340-CH,C5668-ME
E6149,C4212-IC,C4501-Auto,C6200-CH,C4340-Auto,C5668-ME,C5668-Auto,C6978-CH,C0871-CSE,C2800-Civil,C9712-EC
E9408,C7667-IC,C1470-EE,C4340-Civil,C1932-IT,C9118-Civil,C8132-CSE,C7330-EC,C4206-IC,C1470-EC,C6978-ME
E5217,C6968-CH,C7933-EC,C7667-Civil,C6014-CH,C0060-CSE,C5597-CH,C6200-Civil,C7330-IT,C6968-ME,C5597-CSE
E9472,C9015-ME,C1932-CSE,C9763-EC,C2220-EC,C2490-CH,C6014-ME,C2661-IT,C7168-ME,C7667-CH,C2490-CSE
E1433,C6968-CSE,C4212-Auto,C7667-EC,C0060-EC,C1932-Auto,C9118-IT,C7933-CH,C7330-Civil,C7667-Civil,C4206-CH
E2040,C8132-EC,C7933-ME,C2661-Auto,C7330-EC,C7168-Auto,C2010-ME,C6978-IC,C4849-EC,C2220-IC,C7933-Auto
E5228,C4849-EE,C8895-Auto,C5005-EC,C7933-IT,C6879-CSE,C8895-EC,C7330-IC,C2800-ME,C8911-IC,C1664-Civil
E5902,C5597-IC,C6978-Civil,C9896-IT,C7168-Civil,C5668-ME,C9118-CSE,C7933-CSE,C9712-CSE,C7410-Auto,C7510-IC
