EnrollmentNo,sub1,sub2,sub3,sub4,sub5,Total,Percentage
E9379,100,62,55,61,58,336,68
E0235,80,80,56,70,50,336,68
E4586,58,60,87,71,60,336,68
E1258,52,97,59,44,84,336,68
E0709,43,87,81,58,67,336,68
E4391,45,83,50,92,66,336,68
E6539,47,73,41,94,81,336,68
E4858,54,63,89,67,63,336,68
E1792,52,93,83,45,63,336,68
E7836,62,82,45,79,68,336,68
E5954,90,53,92,44,57,336,68
E4073,51,52,81,69,83,336,68
E0961,63,81,44,93,55,336,68
E7841,80,55,48,95,58,336,68
E5068,81,50,65,52,88,336,68
E4258,98,66,56,67,49,336,68
E9713,53,57,72,69,85,336,68
E3037,75,90,64,61,46,336,68
E8347,49,94,60,51,82,336,68
E4916,77,48,79,42,90,336,68
E3531,83,58,43,97,55,336,68
E5123,78,82,55,73,48,336,68
E8603,64,77,69,79,47,336,68
E6022,78,61,49,48,100,336,68
E3839,73,57,81,81,44,336,68
E4316,41,80,44,84,87,336,68
E1868,65,49,91,90,41,336,68
E2057,49,68,97,48,74,336,68
E5890,72,50,56,96,62,336,68
E9108,91,66,50,85,44,336,68
E0316,58,75,91,67,44,335,67
E7032,96,89,46,64,40,335,67
E0014,86,42,51,71,85,335,67
E2838,66,51,88,82,48,335,67
E8390,97,66,59,63,50,335,67
E2981,49,55,50,98,83,335,67
E1723,84,57,52,73,69,335,67
E3490,67,76,47,49,96,335,67
E7400,74,73,62,74,52,335,67
E9232,66,98,74,47,50,335,67
E5440,45,74,87,65,64,335,67
E4034,76,48,61,75,75,335,67
E4773,44,85,56,71,79,335,67
E7122,82,80,50,81,42,335,67
E8950,64,48,83,56,84,335,67
E8991,55,95,40,89,56,335,67
E0699,52,48,100,82,53,335,67
E4549,62,90,77,63,43,335,67
E1080,66,74,50,87,58,335,67
E8222,71,55,98,50,61,335,67
E3100,69,58,73,88,47,335,67
E8490,78,43,76,96,42,335,67
E9166,41,48,88,61,97,335,67
E6394,46,44,97,70,78,335,67
E5957,58,89,69,64,55,335,67
E0412,57,73,64,69,72,335,67
E0584,85,70,56,67,57,335,67
E1946,62,44,84,63,82,335,67
E8153,69,88,45,48,85,335,67
E2881,56,72,75,42,90,335,67
E9385,60,62,49,79,85,335,67
E1100,49,61,100,81,44,335,67
E6164,83,62,50,68,72,335,67
E7588,71,47,78,90,49,335,67
E1559,74,61,81,63,56,335,67
E4778,71,62,89,59,54,335,67
E2062,71,53,40,77,94,335,67
E7880,58,82,76,72,47,335,67
E7685,80,52,77,62,64,335,67
E1704,49,56,99,80,51,335,67
E3476,96,88,43,41,67,335,67
E0443,78,70,92,46,49,335,67
E7337,64,70,79,57,65,335,67
E1852,85,72,73,62,43,335,67
E6741,90,63,69,54,59,335,67
E2202,93,87,47,67,41,335,67
E8132,59,62,99,74,41,335,67
E2340,78,43,41,93,80,335,67
E0712,69,50,79,75,62,335,67
E2023,100,43,61,85,46,335,67
E0219,73,47,75,59,81,335,67
E4163,73,49,85,72,56,335,67
E1387,81,63,78,57,56,335,67
E6895,89,43,67,59,77,335,67
E9588,73,76,64,46,76,335,67
E9612,50,71,76,64,74,335,67
E9243,40,57,82,89,67,335,67
E4545,46,88,81,49,70,334,67
E9789,48,78,82,84,42,334,67
E6083,43,83,99,53,56,334,67
E5625,88,62,53,60,71,334,67
E0690,82,68,67,43,74,334,67
E8631,68,78,54,71,63,334,67
E5722,69,43,74,73,75,334,67
E5673,95,86,43,59,51,334,67
E3835,59,52,91,83,49,334,67
E4320,69,77,46,99,43,334,67
E5607,77,54,54,57,92,334,67
E6958,70,62,63,48,91,334,67
E3359,54,77,77,69,57,334,67
E9062,58,76,75,57,68,334,67
E7912,54,73,87,73,47,334,67
E7215,42,79,79,46,88,334,67
E2641,90,77,57,67,43,334,67
E7380,64,58,62,56,94,334,67
E8596,63,73,59,47,92,334,67
E7501,55,54,51,89,85,334,67
E5831,88,48,82,76,40,334,67
E1891,43,94,49,100,48,334,67
E2925,61,77,71,61,64,334,67
E1440,60,45,95,65,69,334,67
E7363,69,60,67,45,93,334,67
E7746,42,82,53,73,84,334,67
E2805,83,43,95,70,43,334,67
E6948,57,73,61,89,54,334,67
E7101,47,65,80,70,72,334,67
E1887,85,52,47,84,66,334,67
E5637,93,97,53,43,48,334,67
E6067,83,61,52,49,89,334,67
E6496,67,66,45,95,61,334,67
E1585,43,46,77,71,97,334,67
E0376,65,54,63,72,80,334,67
E3021,74,50,85,51,74,334,67
E4055,55,67,70,69,73,334,67
E7443,47,85,62,58,82,334,67
E9112,67,75,42,50,100,334,67
E6299,57,56,93,60,68,334,67
E7252,61,71,48,83,71,334,67
E1323,51,45,100,96,42,334,67
E4058,100,41,76,65,52,334,67
E6729,48,91,62,41,92,334,67
E0733,91,57,89,55,42,334,67
E9244,63,86,44,65,76,334,67
E3230,70,53,41,90,80,334,67
E3756,75,95,67,55,42,334,67
E0968,41,95,78,47,73,334,67
E5825,71,50,100,65,48,334,67
E0767,48,65,49,99,73,334,67
E5763,82,69,67,66,50,334,67
E3495,78,77,41,64,73,333,67
E7936,67,51,54,73,88,333,67
E6088,46,45,64,83,95,333,67
E9489,60,83,62,78,50,333,67
E8253,78,55,72,65,63,333,67
E7054,58,86,59,80,50,333,67
E5750,98,46,47,98,44,333,67
E5015,59,66,75,51,82,333,67
E9801,48,40,85,87,73,333,67
E3641,80,95,48,62,48,333,67
E9032,65,59,63,94,52,333,67
E4748,44,89,65,87,48,333,67
E1063,68,42,78,65,80,333,67
E7056,93,43,77,73,47,333,67
E8467,94,69,42,52,76,333,67
E2025,93,78,71,42,49,333,67
E1957,49,88,52,98,46,333,67
E5975,63,73,55,96,46,333,67
E9168,85,58,57,86,47,333,67
E4870,47,42,64,81,99,333,67
E7128,43,85,65,52,88,333,67
E4444,98,65,51,44,75,333,67
E2080,75,54,55,83,66,333,67
E5174,53,94,88,48,50,333,67
E1822,56,83,47,65,82,333,67
E9401,47,56,81,71,78,333,67
E7644,73,60,95,50,55,333,67
E2078,72,86,63,47,65,333,67
E5934,59,76,50,91,57,333,67
E2528,87,64,66,76,40,333,67
E2911,83,58,62,58,72,333,67
E5143,55,72,64,100,42,333,67
E6876,55,93,57,75,53,333,67
E4019,43,94,59,46,91,333,67
E2775,63,47,70,55,98,333,67
E6468,89,41,54,51,98,333,67
E3168,69,98,56,51,59,333,67
E3455,68,84,56,53,72,333,67
E9777,79,53,46,97,58,333,67
E5800,46,85,43,79,80,333,67
E5653,74,46,84,56,73,333,67
E2230,46,75,46,87,79,333,67
E6850,69,79,89,44,52,333,67
E4472,71,54,70,62,76,333,67
E1788,85,52,73,67,56,333,67
E9130,81,63,65,43,81,333,67
E3321,69,80,54,71,59,333,67
E4346,52,42,56,94,89,333,67
E3659,58,48,75,93,59,333,67
E7440,41,88,72,40,92,333,67
E0375,54,79,79,68,53,333,67
E8741,97,57,49,85,45,333,67
E9055,44,67,89,70,63,333,67
E0729,98,69,63,54,49,333,67
E3772,59,58,41,91,84,333,67
E5250,49,73,45,81,85,333,67
E4102,87,46,65,72,63,333,67
E2338,96,50,63,79,45,333,67
E3818,84,74,49,75,51,333,67
E4486,86,56,49,68,73,332,67
E7342,68,74,84,64,42,332,67
E6550,66,47,69,77,73,332,67
E5270,90,73,42,85,42,332,67
E3502,71,93,48,43,77,332,67
E2320,41,92,66,40,93,332,67
E9665,66,89,40,91,46,332,67
E1356,81,43,70,50,88,332,67
E6083,45,71,84,70,62,332,67
E0821,76,72,50,86,48,332,67
E4175,90,86,40,49,67,332,67
E3607,73,86,50,66,57,332,67
E5365,74,61,67,55,75,332,67
E7084,44,65,55,72,96,332,67
E8249,100,61,40,72,59,332,67
E5034,53,55,67,100,57,332,67
E5933,48,72,46,75,91,332,67
E8850,43,68,81,100,40,332,67
E4238,88,57,70,68,49,332,67
E9412,54,67,42,95,74,332,67
E4328,66,45,99,73,49,332,67
E5940,73,56,72,49,82,332,67
E1102,52,97,53,59,71,332,67
E8287,68,55,56,95,58,332,67
E9472,80,62,50,68,72,332,67
E1568,62,63,95,64,48,332,67
E3973,66,56,53,71,86,332,67
E8599,42,74,64,100,52,332,67
E3876,57,62,49,82,82,332,67
E6597,48,77,55,53,99,332,67
E5961,53,93,60,71,55,332,67
E3828,56,58,53,78,87,332,67
E4685,49,66,67,86,64,332,67
E9886,47,88,67,52,78,332,67
E5465,66,47,95,76,48,332,67
E5247,56,100,60,75,41,332,67
E1119,51,89,86,50,56,332,67
E4810,47,94,41,94,56,332,67
E4218,51,92,78,41,70,332,67
E7201,54,46,73,85,74,332,67
E2220,72,59,81,65,55,332,67
E3928,70,50,81,72,59,332,67
E9747,45,88,90,60,49,332,67
E9436,53,66,71,50,92,332,67
E5881,46,82,76,86,42,332,67
E3061,71,55,48,98,60,332,67
E8264,96,53,42,83,58,332,67
E2450,78,72,42,85,55,332,67
E2873,91,44,71,80,45,331,67
E8246,60,65,66,91,49,331,67
E3921,77,100,40,68,46,331,67
E8354,50,60,79,98,44,331,67
E8435,52,62,91,61,65,331,67
E8784,92,46,92,60,41,331,67
E7752,82,74,42,77,56,331,67
E6764,90,95,60,42,44,331,67
E4907,91,73,46,42,79,331,67
E7410,40,66,88,89,48,331,67
E5882,51,52,51,80,97,331,67
E9017,80,60,93,45,53,331,67
E0190,77,79,40,44,91,331,67
E9786,99,44,67,69,52,331,67
E3846,47,54,91,77,62,331,67
E8779,49,74,46,98,64,331,67
E3240,75,63,52,86,55,331,67
E0000,41,45,100,48,97,331,67
E2900,51,59,71,96,54,331,67
E8390,93,47,78,50,63,331,67
E3435,46,95,45,59,86,331,67
E6715,47,50,52,83,99,331,67
E4136,44,97,57,85,48,331,67
E9007,78,90,54,49,60,331,67
E8685,100,50,45,88,48,331,67
E0642,88,47,78,57,61,331,67
E0349,61,84,54,50,82,331,67
E4302,63,64,54,50,100,331,67
E5126,49,90,85,60,47,331,67
E2057,76,76,74,53,52,331,67
E4350,43,47,99,98,44,331,67
E0938,53,68,55,67,88,331,67
E1664,94,60,42,64,71,331,67
E0749,41,98,74,73,45,331,67
E3377,45,78,47,74,87,331,67
E0344,78,70,46,63,74,331,67
E9707,68,74,58,69,62,331,67
E8469,56,59,48,70,98,331,67
E9585,72,78,88,40,53,331,67
E8837,69,84,45,90,43,331,67
E8707,47,42,82,83,77,331,67
E5411,60,87,49,79,56,331,67
E9069,45,83,69,61,73,331,67
E1165,73,43,78,58,79,331,67
E1064,49,44,85,95,58,331,67
E2830,66,73,46,94,52,331,67
E5263,48,40,75,96,72,331,67
E6597,97,100,51,41,42,331,67
E9868,44,58,52,98,79,331,67
E0238,60,99,58,68,46,331,67
E7983,55,66,60,54,96,331,67
E5444,52,91,85,48,55,331,67
E5950,94,59,67,66,45,331,67
E1737,42,65,57,93,74,331,67
E2126,49,44,92,62,84,331,67
E3140,56,94,97,42,42,331,67
E9948,85,49,72,72,53,331,67
E2754,70,45,73,61,82,331,67
E6600,50,53,88,77,62,330,66
E9996,50,63,64,62,91,330,66
E6582,63,98,49,66,54,330,66
E4571,98,74,72,46,40,330,66
E8087,51,92,66,42,79,330,66
E0576,47,82,53,85,63,330,66
E8399,88,53,84,45,60,330,66
E5590,53,85,84,48,60,330,66
E1006,57,93,67,42,71,330,66
E5860,49,85,68,47,81,330,66
E7562,100,56,45,61,68,330,66
E7396,74,66,93,50,47,330,66
E5856,59,89,72,57,53,330,66
E0271,49,81,72,85,43,330,66
E5119,84,73,57,42,74,330,66
E3893,88,95,58,43,46,330,66
E1210,65,50,100,65,50,330,66
E9306,63,41,80,50,96,330,66
E8280,41,49,89,66,85,330,66
E5982,55,68,55,88,64,330,66
E4796,56,67,74,51,82,330,66
E0551,67,55,64,71,73,330,66
E2633,60,46,46,90,88,330,66
E8563,97,69,50,61,53,330,66
E2441,49,99,44,96,42,330,66
E2408,81,90,53,54,52,330,66
E2576,86,65,60,41,78,330,66
E1643,49,69,94,45,73,330,66
E0072,84,45,48,56,97,330,66
E9951,82,64,74,40,70,330,66
E6325,55,85,89,54,47,330,66
E9720,87,45,73,44,81,330,66
E7859,95,65,80,49,41,330,66
E3991,69,51,47,84,78,329,66
E3314,48,50,82,73,76,329,66
E3134,84,47,89,47,62,329,66
E8432,71,41,52,69,96,329,66
E3504,46,80,82,43,78,329,66
E3055,74,40,88,69,58,329,66
E6487,81,66,43,90,49,329,66
E9468,79,62,50,54,84,329,66
E4575,53,58,43,100,75,329,66
E8334,68,56,53,90,62,329,66
E6147,71,65,94,57,42,329,66
E9248,46,67,55,74,87,329,66
E6846,50,86,66,83,44,329,66
E4721,63,96,44,70,56,329,66
E4346,63,68,51,96,51,329,66
E3933,52,42,84,75,76,329,66
E4924,97,73,45,63,51,329,66
E4676,45,97,63,64,60,329,66
E1207,49,100,44,87,49,329,66
E5136,89,46,42,78,74,329,66
E0335,67,42,85,89,46,329,66
E7879,66,83,60,69,51,329,66
E3923,60,87,84,49,49,329,66
E8262,61,55,61,87,65,329,66
E4329,71,67,50,41,100,329,66
E7434,64,40,65,100,60,329,66
E5921,82,50,89,44,64,329,66
E0800,48,89,53,50,89,329,66
E1518,54,72,78,43,82,329,66
E6876,98,69,48,52,62,329,66
E5805,90,45,59,66,69,329,66
E2952,59,43,87,72,68,329,66
E3059,42,85,42,83,77,329,66
E3348,42,72,87,48,80,329,66
E7642,54,79,63,64,69,329,66
E6806,65,52,51,89,72,329,66
E9493,99,56,67,52,55,329,66
E5427,41,96,94,46,52,329,66
E8924,58,47,79,96,49,329,66
E8987,45,83,96,60,45,329,66
E2503,55,64,73,70,67,329,66
E6613,56,72,45,72,84,329,66
E0334,46,100,98,40,45,329,66
E1563,64,45,59,61,100,329,66
E3279,95,54,66,66,48,329,66
E2773,100,51,54,71,53,329,66
E6427,50,53,80,58,88,329,66
E3498,89,49,78,58,55,329,66
E1415,68,77,83,47,54,329,66
E5976,46,90,51,50,92,329,66
E0344,61,96,47,52,73,329,66
E3114,94,42,98,48,47,329,66
E7676,74,59,69,77,50,329,66
E1221,55,76,44,68,85,328,66
E7430,41,74,71,74,68,328,66
E4364,49,78,80,55,66,328,66
E3022,57,52,73,46,100,328,66
E1345,54,59,76,73,66,328,66
E3470,48,41,64,100,75,328,66
E7647,56,63,65,61,83,328,66
E0700,87,58,51,76,56,328,66
E2388,65,89,86,41,47,328,66
E2644,82,57,64,75,50,328,66
E6335,57,42,93,48,88,328,66
E0848,52,75,40,77,84,328,66
E9898,82,41,71,59,75,328,66
E2230,64,89,58,46,71,328,66
E9068,79,45,60,87,57,328,66
E9960,40,54,76,89,69,328,66
E0398,78,43,77,79,51,328,66
E7604,56,71,52,52,97,328,66
E7453,61,85,42,52,88,328,66
E9144,96,97,42,53,40,328,66
E7427,88,41,65,71,63,328,66
E0620,80,72,68,64,44,328,66
E0155,54,96,42,40,96,328,66
E7792,42,73,77,42,94,328,66
E2556,54,51,89,74,60,328,66
E8523,47,51,79,79,72,328,66
E0998,40,87,65,55,81,328,66
E1149,60,48,81,81,58,328,66
E5554,96,50,82,58,42,328,66
E1289,55,94,49,41,89,328,66
E9259,76,48,47,65,92,328,66
E2311,44,85,48,52,99,328,66
E6744,53,70,42,80,83,328,66
E4900,55,60,85,85,43,328,66
E6076,91,46,70,44,77,328,66
E5368,98,40,49,52,89,328,66
E2788,83,59,51,50,85,328,66
E4731,85,88,52,40,63,328,66
E8074,60,72,56,47,93,328,66
E5963,44,97,82,59,46,328,66
E9253,46,46,88,89,59,328,66
E6386,77,82,58,57,54,328,66
E7303,65,50,97,61,55,328,66
E5086,97,43,66,43,78,327,66
E9806,54,41,89,86,57,327,66
E6779,72,63,61,75,56,327,66
E3100,41,87,52,79,68,327,66
E2168,51,51,100,62,63,327,66
E9236,42,98,50,87,50,327,66
E7412,51,65,47,96,68,327,66
E8332,55,44,96,60,72,327,66
E8602,48,76,41,76,86,327,66
E7079,53,70,51,99,54,327,66
E3792,97,55,84,44,47,327,66
E7614,44,86,55,96,46,327,66
E1874,64,48,95,58,62,327,66
E9985,99,76,55,49,48,327,66
E7710,96,46,73,70,42,327,66
E0416,44,56,71,72,84,327,66
E0043,80,90,45,41,71,327,66
E9543,53,65,61,100,48,327,66
E3286,48,41,99,87,52,327,66
E9174,48,47,71,82,79,327,66
E5263,100,48,63,43,73,327,66
E7988,61,59,75,59,73,327,66
E1198,80,58,54,94,41,327,66
E9247,73,49,59,49,97,327,66
E4882,51,55,100,81,40,327,66
E0366,40,46,98,100,43,327,66
E3961,78,55,81,42,71,327,66
E9745,71,56,81,70,49,327,66
E3455,75,52,57,92,51,327,66
E3115,49,40,80,93,65,327,66
E4977,88,56,53,90,40,327,66
E6132,50,68,91,47,71,327,66
E1367,50,82,57,90,48,327,66
E7520,61,72,62,58,74,327,66
E9700,59,69,43,84,72,327,66
E4969,68,96,58,55,50,327,66
E6878,52,48,90,60,77,327,66
E8521,41,79,70,78,59,327,66
E4247,53,71,80,74,49,327,66
E5764,46,86,94,50,51,327,66
E7241,73,52,79,40,83,327,66
E5686,59,50,50,98,70,327,66
E4163,100,48,51,83,45,327,66
E9871,66,72,61,72,56,327,66
E7700,42,95,88,48,54,327,66
E1261,95,85,52,55,40,327,66
E9626,63,47,75,82,60,327,66
E2987,48,46,75,91,67,327,66
E2472,52,84,63,55,73,327,66
E3279,86,90,49,62,40,327,66
E6802,77,45,89,58,58,327,66
E5265,92,57,82,54,42,327,66
E0478,75,47,61,53,91,327,66
E8690,45,60,96,43,83,327,66
E5775,49,87,47,92,52,327,66
E4719,59,71,48,90,59,327,66
E0422,88,63,63,42,71,327,66
E8952,97,68,67,53,42,327,66
E8051,86,70,45,69,57,327,66
E0368,74,58,43,67,85,327,66
E8603,58,72,91,45,60,326,66
E5883,64,59,51,67,85,326,66
E8561,81,76,48,64,57,326,66
E8201,94,50,83,49,50,326,66
E9379,68,95,63,60,40,326,66
E7840,62,41,56,91,76,326,66
E1912,57,44,87,88,50,326,66
E2502,44,66,76,96,44,326,66
E7795,82,50,87,41,66,326,66
E0547,45,93,52,87,49,326,66
E3710,67,83,72,57,47,326,66
E1620,80,92,44,59,51,326,66
E5836,43,54,79,88,62,326,66
E5422,55,66,67,49,89,326,66
E9645,40,67,92,40,87,326,66
E6861,91,45,98,42,50,326,66
E8671,78,68,48,77,55,326,66
E8252,59,97,41,54,75,326,66
E4113,71,87,45,74,49,326,66
E5491,82,61,48,43,92,326,66
E7528,87,68,53,64,54,326,66
E9922,47,98,55,79,47,326,66
E0600,70,79,61,45,71,326,66
E4276,86,79,43,68,50,326,66
E5328,71,43,53,84,75,326,66
E9736,41,80,80,47,78,326,66
E6992,65,78,81,55,47,326,66
E7431,87,63,49,51,76,326,66
E7209,40,90,66,81,49,326,66
E7453,97,41,88,46,54,326,66
E1425,80,98,43,43,62,326,66
E6792,81,89,51,44,61,326,66
E9544,51,91,78,63,43,326,66
E4057,69,73,74,52,58,326,66
E0921,42,55,83,85,61,326,66
E8134,72,72,60,64,58,326,66
E1518,60,52,74,91,49,326,66
E5302,95,72,52,63,44,326,66
E6759,82,68,59,77,40,326,66
E9997,46,75,42,63,100,326,66
E1616,99,55,49,44,79,326,66
E7754,48,61,68,74,75,326,66
E6717,60,73,61,47,85,326,66
E5441,51,44,90,51,89,325,65
E3902,58,58,69,81,59,325,65
E5339,75,63,68,53,66,325,65
E5103,61,83,40,97,44,325,65
E6036,54,42,88,55,86,325,65
E3378,96,50,64,69,46,325,65
E8600,56,49,55,96,69,325,65
E8653,48,73,79,66,59,325,65
E4303,59,43,75,85,63,325,65
E2986,57,70,70,58,70,325,65
E4028,81,52,42,69,81,325,65
E0074,83,49,46,79,68,325,65
E0777,84,46,79,46,70,325,65
E1859,80,52,56,89,48,325,65
E0059,85,55,87,46,52,325,65
E3761,71,76,57,53,68,325,65
E1553,62,76,60,86,41,325,65
E1461,99,71,48,46,61,325,65
E5614,77,60,51,86,51,325,65
E8561,87,56,72,53,57,325,65
E2814,71,67,64,77,46,325,65
E0024,89,61,55,65,55,325,65
E6216,43,63,73,50,96,325,65
E9463,90,62,46,49,78,325,65
E0714,99,40,85,57,44,325,65
E6612,48,71,79,83,44,325,65
E6880,41,73,96,51,64,325,65
E8689,74,59,57,60,74,324,65
E6045,50,66,93,66,49,324,65
E1139,81,43,79,76,45,324,65
E6085,44,88,46,84,62,324,65
E9450,45,57,62,93,67,324,65
E4994,67,49,67,89,52,324,65
E4368,55,98,42,54,75,324,65
E2116,59,97,52,62,54,324,65
E0125,46,77,72,82,47,324,65
E1704,59,92,50,44,79,324,65
E2038,64,49,81,55,75,324,65
E8205,61,61,81,48,73,324,65
E3204,71,61,48,82,62,324,65
E3569,40,58,89,66,71,324,65
E9320,67,53,64,53,87,324,65
E3026,56,45,86,90,47,324,65
E2123,40,84,61,74,65,324,65
E9978,86,42,75,48,73,324,65
E6265,48,50,40,88,98,324,65
E7597,61,57,65,55,86,324,65
E4790,100,40,46,69,69,324,65
E6029,77,68,68,65,46,324,65
E3320,84,42,57,62,79,324,65
E2130,56,75,64,83,46,324,65
E0194,64,56,46,80,78,324,65
E5260,90,50,42,60,82,324,65
E2063,77,47,53,70,77,324,65
E7727,59,51,60,65,89,324,65
E4339,62,77,70,63,52,324,65
E3921,43,51,63,80,87,324,65
E9849,61,50,63,74,76,324,65
E6527,46,52,41,86,99,324,65
E0962,67,61,60,76,60,324,65
E8301,61,48,55,93,67,324,65
E7422,83,42,84,73,42,324,65
E4338,72,52,83,73,44,324,65
E3559,86,72,42,48,76,324,65
E5307,43,93,78,69,41,324,65
E0894,56,94,89,44,41,324,65
E5315,91,44,43,96,50,324,65
E8651,68,62,84,64,46,324,65
E0699,66,43,95,58,61,323,65
E9644,91,58,46,73,55,323,65
E2516,43,82,77,56,65,323,65
E4327,44,58,96,56,69,323,65
E4762,62,77,43,89,52,323,65
E2915,69,68,44,42,100,323,65
E2651,77,41,64,80,61,323,65
E1743,43,92,48,84,56,323,65
E6631,46,81,64,57,75,323,65
E4049,56,74,62,55,76,323,65
E5869,83,62,49,82,47,323,65
E9693,72,71,72,55,53,323,65
E4967,84,60,53,52,74,323,65
E4872,55,80,47,71,70,323,65
E2237,74,49,52,96,52,323,65
E7415,89,69,44,60,61,323,65
E0306,93,41,43,93,53,323,65
E6944,80,59,48,60,76,323,65
E6368,70,41,81,43,88,323,65
E1907,58,47,61,92,65,323,65
E4343,63,57,78,85,40,323,65
E0487,68,43,83,84,45,323,65
E9376,71,56,55,100,41,323,65
E7466,54,82,41,60,86,323,65
E9585,75,74,83,48,43,323,65
E9264,52,63,52,94,62,323,65
E8301,54,78,68,75,48,323,65
E0608,57,79,57,64,66,323,65
E6692,77,42,79,69,56,323,65
E1254,49,52,70,81,71,323,65
E1663,80,68,71,60,44,323,65
E2671,57,79,80,52,55,323,65
E0230,91,50,91,42,49,323,65
E6923,90,41,72,69,51,323,65
E5057,64,46,83,48,82,323,65
E8738,86,44,78,64,51,323,65
E1996,83,42,72,66,60,323,65
E0159,62,40,72,94,55,323,65
E9283,60,63,82,40,78,323,65
E6157,59,53,98,62,50,322,65
E3993,75,40,81,75,51,322,65
E2088,94,55,54,42,77,322,65
E7958,63,87,49,81,42,322,65
E4068,40,70,62,99,51,322,65
E5136,71,63,47,86,55,322,65
E7898,60,65,98,42,57,322,65
E5903,73,75,47,54,73,322,65
E2065,51,95,67,44,65,322,65
E0187,51,71,86,53,61,322,65
E6822,73,46,73,60,70,322,65
E5932,100,40,51,49,82,322,65
E5508,96,52,77,51,46,322,65
E9049,87,56,70,52,57,322,65
E1154,53,88,75,49,57,322,65
E4716,49,40,88,81,64,322,65
E4173,63,43,99,77,40,322,65
E8081,59,47,96,66,54,322,65
E2106,46,44,52,84,96,322,65
E3354,76,78,52,50,66,322,65
E8140,89,49,66,41,77,322,65
E7565,93,48,46,74,61,322,65
E6520,48,63,63,92,56,322,65
E3056,43,87,52,99,41,322,65
E6278,95,54,42,42,89,322,65
E4109,65,55,88,55,59,322,65
E5447,46,85,40,51,100,322,65
E2948,44,86,62,74,56,322,65
E9047,48,95,62,58,59,322,65
E8922,70,55,81,49,67,322,65
E1142,60,83,66,53,60,322,65
E0534,73,66,61,64,58,322,65
E8311,40,90,95,45,52,322,65
E4580,43,86,46,79,68,322,65
E9514,49,77,49,70,77,322,65
E2048,50,67,87,63,55,322,65
E9150,40,70,94,76,42,322,65
E6992,54,76,69,73,50,322,65
E2188,53,99,42,71,57,322,65
E4314,69,69,83,56,45,322,65
E9591,52,58,61,77,74,322,65
E2092,46,54,71,90,60,321,65
E5448,83,63,54,72,49,321,65
E6543,59,98,77,45,42,321,65
E2658,84,53,52,54,78,321,65
E7562,88,94,40,47,52,321,65
E4042,100,42,62,75,42,321,65
E0271,88,67,77,43,46,321,65
E2844,63,53,76,65,64,321,65
E6041,56,60,56,100,49,321,65
E3722,81,83,40,47,70,321,65
E6914,78,93,50,53,47,321,65
E4754,91,73,45,40,72,321,65
E4048,43,58,54,93,73,321,65
E8221,96,43,79,55,48,321,65
E3689,55,84,62,64,56,321,65
E0464,94,40,66,57,64,321,65
E4178,64,93,44,66,54,321,65
E5257,43,97,76,44,61,321,65
E1749,61,46,46,73,95,321,65
E6161,69,73,53,83,43,321,65
E0043,81,41,78,76,45,321,65
E9264,57,79,69,52,64,321,65
E7006,64,94,66,50,47,321,65
E7222,68,45,43,89,76,321,65
E4054,54,81,89,48,49,321,65
E3797,63,77,49,75,57,321,65
E1119,56,57,55,81,72,321,65
E5213,75,55,45,64,82,321,65
E8307,41,60,96,57,67,321,65
E6412,83,89,43,48,58,321,65
E9103,64,40,51,68,98,321,65
E3823,75,71,68,65,42,321,65
E2014,78,49,57,86,51,321,65
E2732,64,86,63,65,43,321,65
E4310,80,59,62,70,50,321,65
E8674,62,82,58,79,40,321,65
E1888,43,97,80,51,50,321,65
E5883,74,78,71,58,40,321,65
E0571,43,80,56,66,76,321,65
E0530,70,60,63,61,67,321,65
E0174,65,74,57,67,58,321,65
E0527,51,81,57,55,77,321,65
E8725,48,98,40,88,47,321,65
E3616,57,63,94,44,63,321,65
E7418,75,94,57,53,42,321,65
E0423,63,77,78,51,51,320,64
E9219,53,95,58,54,60,320,64
E6640,69,45,45,67,94,320,64
E6395,62,43,72,67,76,320,64
E9195,95,57,51,61,56,320,64
E5807,52,69,79,62,58,320,64
E0580,79,56,52,56,77,320,64
E5281,43,87,56,60,74,320,64
E8577,67,70,43,91,49,320,64
E4299,42,62,66,89,61,320,64
E9516,63,95,53,58,51,320,64
E0382,44,89,90,56,41,320,64
E1722,89,45,97,44,45,320,64
E9837,46,62,66,66,80,320,64
E9431,63,49,55,63,90,320,64
E0673,93,83,45,59,40,320,64
E6615,41,71,50,67,91,320,64
E7042,73,59,55,52,81,320,64
E2289,69,53,65,54,79,320,64
E2079,82,42,83,58,55,320,64
E2325,40,87,86,55,52,320,64
E0035,47,58,77,45,93,320,64
E0260,59,98,53,48,62,320,64
E9146,48,100,48,72,52,320,64
E3356,77,51,61,51,80,320,64
E3125,40,77,58,73,72,320,64
E2203,81,65,40,47,87,320,64
E1009,96,45,80,46,53,320,64
E0185,48,71,82,56,63,320,64
E2992,58,84,60,56,62,320,64
E4387,72,47,49,62,90,320,64
E6490,62,95,56,64,43,320,64
E0047,82,77,42,45,74,320,64
E3315,86,40,48,79,67,320,64
E9836,47,86,57,72,58,320,64
E6062,46,80,76,58,60,320,64
E7747,54,83,65,62,56,320,64
E6072,49,53,73,85,59,319,64
E8401,44,74,80,57,64,319,64
E1924,83,49,80,53,54,319,64
E8427,44,43,66,92,74,319,64
E4054,63,46,80,73,57,319,64
E5083,84,67,43,51,74,319,64
E1230,97,59,42,42,79,319,64
E4789,40,42,94,78,65,319,64
E4199,98,50,77,43,51,319,64
